AGENCE;EXPL;CLIENT;CODAPE;IDP;ANOMALIE_AGE;ANOMALIE_DATE_EER;ANOMALIE_CIN;;
1017;SR;581347;Particuliers non commerciaux;950956;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581286;Particuliers non commerciaux;948683;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581294;Particuliers non commerciaux;948958;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581223;Particuliers non commerciaux;946854;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581540;Particuliers non commerciaux;960767;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581613;Particuliers non commerciaux;964338;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581713;Particuliers non commerciaux;971163;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581650;Particuliers non commerciaux;966422;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581733;Particuliers non commerciaux;972713;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581702;Particuliers non commerciaux;969938;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581785;Particuliers non commerciaux;975954;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581798;Particuliers non commerciaux;976622;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581828;Particuliers non commerciaux;978010;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581850;Particuliers non commerciaux;979363;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;581858;Particuliers non commerciaux;979675;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;581903;Particuliers non commerciaux;981615;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581899;Particuliers non commerciaux;981505;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581864;Particuliers non commerciaux;980089;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;581954;Particuliers non commerciaux;983953;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581963;Particuliers non commerciaux;984188;;;ANOMALIE - Document d'identité expiré;;
1017;SR;582034;Particuliers non commerciaux;985649;;;ANOMALIE - Document d'identité expiré;;
1017;SR;582026;Particuliers non commerciaux;985243;;;ANOMALIE - Document d'identité expiré;;
1017;SR;582637;Particuliers non commerciaux;993445;;;ANOMALIE - Document d'identité expiré;;
1017;SR;582030;Particuliers non commerciaux;985433;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;582737;Particuliers non commerciaux;994248;;;;;
1017;SR;582008;Particuliers non commerciaux;985144;;;ANOMALIE - Document d'identité expiré;;
1017;SR;582700;Particuliers non commerciaux;994078;;;ANOMALIE - Document d'identité expiré;;
1017;SR;583178;Particuliers non commerciaux;999934;;;ANOMALIE - Document d'identité expiré;;
1017;SR;583306;Particuliers non commerciaux;1005824;;;ANOMALIE - Document d'identité expiré;;
1017;SR;583288;Particuliers non commerciaux;1004832;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;583300;Particuliers non commerciaux;1005523;;;ANOMALIE - Document d'identité expiré;;
1017;SR;583488;Particuliers non commerciaux;1016148;;;ANOMALIE - Document d'identité expiré;;
1017;SR;583467;Particuliers non commerciaux;1015584;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581934;Particuliers non commerciaux;982829;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581433;Particuliers non commerciaux;955339;;;ANOMALIE - Document d'identité expiré;;
1017;SR;583817;Particuliers non commerciaux;1027812;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;583843;Particuliers non commerciaux;1028159;;;ANOMALIE - Document d'identité expiré;;
1017;SR;577512;;126230;;;ANOMALIE - Document d'identité expiré;;
1017;SR;584177;Particuliers non commerciaux;1042352;;;ANOMALIE - Document d'identité expiré;;
1017;SR;584120;Particuliers non commerciaux;1040475;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;584325;Particuliers non commerciaux;1047406;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;582570;Particuliers non commerciaux;992638;;;ANOMALIE - Document d'identité expiré;;
1017;SR;584465;Particuliers non commerciaux;4204740;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;584488;Particuliers non commerciaux;4206381;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;709890;PARTICULIERS SALARIES;80394;;;ANOMALIE - Document d'identité expiré;;
1017;SR;577405;;124791;;;ANOMALIE - Document d'identité expiré;;
1017;SR;577214;Autres services NCA;122046;;;ANOMALIE - Document d'identité expiré;;
1017;SR;577219;Autres services NCA;122059;;;ANOMALIE - Document d'identité expiré;;
1017;SR;577263;Autres services NCA;122734;;;ANOMALIE - Document d'identité expiré;;
1017;SR;577117;Autres services NCA;120699;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;577511;Autres services NCA;126215;;;ANOMALIE - Document d'identité expiré;;
1017;SR;577376;;124085;;;ANOMALIE - Document d'identité expiré;;
1017;SR;577642;;128710;;;ANOMALIE - Document d'identité expiré;;
1017;SR;577840;;131796;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578010;Autres services NCA;134310;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578024;;134764;;;ANOMALIE - Document d'identité expiré;;
1017;SR;577886;;132749;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578164;;137077;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578361;;141385;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578507;;143744;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;578525;;4213575;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;578271;;139924;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578275;AUTRES COMMERCES;140012;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578550;;144563;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578262;;139709;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578542;;144294;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578619;;146497;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578602;;145982;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578761;;149894;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578715;;148434;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578918;AUTRES COMMERCE DE GROS;154672;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578933;;155454;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578863;Autres services NCA;153329;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578914;;154411;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578892;;153599;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579129;;161503;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578959;;157215;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579084;;160019;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578183;Autres services NCA;137465;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579091;;160323;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579075;;159840;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;579130;;161514;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;579133;;161616;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579143;;161897;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579181;;162088;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579416;;167442;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579601;;169842;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;579547;;169238;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579458;;168004;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579543;;169213;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579641;;170352;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579588;;169673;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579454;;167954;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580097;;176015;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579741;;171578;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;579775;;171961;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;580064;;175468;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580222;;179178;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579705;;171171;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;579699;;171081;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580085;;175829;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580128;;176532;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579873;;172979;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579953;;173962;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579658;;170660;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579781;;172048;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580035;;175119;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580324;;183297;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580266;Autres services NCA;181316;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580300;;182369;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580359;Autres services NCA;184533;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580456;;187576;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580346;;184056;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580621;;191548;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580562;;190071;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;580607;;190963;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580523;;189233;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580542;;189595;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;580592;;190756;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580781;;196550;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580735;;195410;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;580641;;192064;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580800;;197204;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580821;;197871;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580811;;197473;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580846;Particuliers non commerciaux;198478;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580795;;196972;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580939;Particuliers non commerciaux;201379;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580984;Magasins de vetements pour homme;934605;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581010;Particuliers non commerciaux;936435;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581185;Particuliers non commerciaux;945227;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581087;Particuliers non commerciaux;941342;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581095;Particuliers non commerciaux;942179;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581091;Particuliers non commerciaux;941485;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581041;Particuliers non commerciaux;938606;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581062;Particuliers non commerciaux;939681;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581153;Particuliers non commerciaux;944501;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;581200;Particuliers non commerciaux;945652;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581361;Particuliers non commerciaux;951342;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;581293;Particuliers non commerciaux;948937;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581252;Particuliers non commerciaux;947750;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581298;Particuliers non commerciaux;949013;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581282;Particuliers non commerciaux;948621;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581297;Particuliers non commerciaux;949008;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581244;Particuliers non commerciaux;947369;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581350;Particuliers non commerciaux;950998;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581277;Particuliers non commerciaux;948513;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581493;Particuliers non commerciaux;957663;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581450;Particuliers non commerciaux;955681;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;581472;Particuliers non commerciaux;956291;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581508;Particuliers non commerciaux;958583;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581534;Particuliers non commerciaux;960242;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581598;Particuliers non commerciaux;963111;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581547;Particuliers non commerciaux;960897;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;581723;Particuliers non commerciaux;972113;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581700;Particuliers non commerciaux;969563;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581654;Particuliers non commerciaux;966586;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581685;Particuliers non commerciaux;968374;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581694;Particuliers non commerciaux;969042;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;581772;Particuliers non commerciaux;974743;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581789;Particuliers non commerciaux;976274;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581844;Particuliers non commerciaux;979052;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;581887;Particuliers non commerciaux;981078;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581874;Particuliers non commerciaux;980541;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;581919;Particuliers non commerciaux;982373;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;582045;Particuliers non commerciaux;986316;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;582039;Particuliers non commerciaux;986033;;;ANOMALIE - Document d'identité expiré;;
1017;SR;582093;Particuliers non commerciaux;987212;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;582049;Particuliers non commerciaux;986395;;;ANOMALIE - Document d'identité expiré;;
1017;SR;582021;Particuliers non commerciaux;985181;;;ANOMALIE - Document d'identité expiré;;
1017;SR;582601;Particuliers non commerciaux;992946;;;ANOMALIE - Document d'identité expiré;;
1017;SR;582900;Particuliers non commerciaux;996225;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;582947;Particuliers non commerciaux;996718;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;583191;Particuliers non commerciaux;1000215;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;583183;Particuliers non commerciaux;1000079;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;583184;Particuliers non commerciaux;1000088;;;ANOMALIE - Document d'identité expiré;;
1017;SR;583164;Particuliers non commerciaux;999705;;;ANOMALIE - Document d'identité expiré;;
1017;SR;583039;Particuliers non commerciaux;997826;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;583239;Particuliers non commerciaux;1002112;;;ANOMALIE - Document d'identité expiré;;
1017;SR;583319;Particuliers non commerciaux;1006717;;;ANOMALIE - Document d'identité expiré;;
1017;SR;583313;Particuliers non commerciaux;1006323;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;583416;Particuliers non commerciaux;1012531;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;583535;Particuliers non commerciaux;1016479;;;ANOMALIE - Document d'identité expiré;;
1017;SR;583470;Particuliers non commerciaux;1015713;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581319;COMMERCE DE GROS;949728;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;583640;Particuliers non commerciaux;1023216;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;583694;Particuliers non commerciaux;1025058;;;ANOMALIE - Document d'identité expiré;;
1017;SR;583779;Particuliers non commerciaux;1027329;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;583833;Particuliers non commerciaux;1028036;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;584145;Particuliers non commerciaux;1041726;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;584202;Particuliers non commerciaux;1042761;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;584410;Particuliers non commerciaux;1051418;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;584415;Particuliers non commerciaux;1051797;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;584448;Particuliers non commerciaux;4204198;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;807881;Autres services NCA;50776;;;ANOMALIE - Document d'identité expiré;;
1017;SR;577406;;124792;;;ANOMALIE - Document d'identité expiré;;
1017;SR;577083;Autres services NCA;120393;;;ANOMALIE - Document d'identité expiré;;
1017;SR;577037;COMMERCE DE DETAIL;119571;;;ANOMALIE - Document d'identité expiré;;
1017;SR;577193;Autres services NCA;121572;;;ANOMALIE - Document d'identité expiré;;
1017;SR;577114;COMMERCE DE DETAIL;120659;;;ANOMALIE - Document d'identité expiré;;
1017;SR;577213;COMMERCE DE DETAIL;121959;;;ANOMALIE - Document d'identité expiré;;
1017;SR;577011;Secteurs non specifies;119083;;;ANOMALIE - Document d'identité expiré;;
1017;SR;577152;Autres services NCA;121135;;;ANOMALIE - Document d'identité expiré;;
1017;SR;577685;;129412;;;ANOMALIE - Document d'identité expiré;;
1017;SR;577952;;133793;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;577929;;133590;;;ANOMALIE - Document d'identité expiré;;
1017;SR;577672;;129116;;;ANOMALIE - Document d'identité expiré;;
1017;SR;577905;;133163;;;ANOMALIE - Document d'identité expiré;;
1017;SR;577743;;130323;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;578093;;135667;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578094;;135669;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578142;;136664;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578273;Autres services NCA;139962;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578248;;139176;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578225;;138629;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578358;;141345;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578335;;141020;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578745;;149654;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578773;PARTICULIERS NON-SALARIES;1038329;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578888;Autres services NCA;153535;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579167;;161963;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;579155;;161931;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;579275;Autres services NCA;164565;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579318;COMM GENE D'IMPORT EXPORT;166293;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579323;;166289;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579211;;162822;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579292;;165369;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579362;;166786;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579344;PARTICULIERS NON-SALARIES;166747;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;579334;;166497;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579384;;167122;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579460;;168068;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579618;comptes internes;170130;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579448;;167911;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579629;;170228;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;579502;;168633;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;579724;;171363;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;579918;;173507;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579988;;174410;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580001;;174574;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580199;;178471;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579886;;173133;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;580055;;175353;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579902;;173289;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579832;;172583;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580011;;174732;;;ANOMALIE - Document d'identité expiré;;
1017;SR;579693;;171032;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580107;;176172;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;579895;;173179;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;580247;;180550;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580450;;187403;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;580410;;186192;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580438;;187050;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580421;;186579;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580463;;187697;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580250;;180683;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580537;;189482;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580711;;194534;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580760;;196085;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580647;;192306;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580744;;195750;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;580740;;195668;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580678;;193341;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580786;;196741;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580822;ENSEIGNEMENT;197933;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580818;;197707;;;ANOMALIE - Document d'identité expiré;;
1017;SR;580960;Particuliers non commerciaux;933080;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581066;Particuliers non commerciaux;939939;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;581078;Particuliers non commerciaux;940860;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581089;Particuliers non commerciaux;941442;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;581068;Particuliers non commerciaux;940175;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581399;Particuliers non commerciaux;952842;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581351;Particuliers non commerciaux;951035;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581272;Particuliers non commerciaux;948401;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581610;Particuliers non commerciaux;964263;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581691;Particuliers non commerciaux;968874;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581701;Particuliers non commerciaux;969629;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581699;Particuliers non commerciaux;969328;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581684;Particuliers non commerciaux;968367;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581781;Particuliers non commerciaux;975322;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581765;Particuliers non commerciaux;974417;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581833;Particuliers non commerciaux;978295;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581889;Particuliers non commerciaux;981169;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;581970;Particuliers non commerciaux;984533;;;ANOMALIE - Document d'identité expiré;;
1017;SR;581962;Particuliers non commerciaux;984118;;;ANOMALIE - Document d'identité expiré;;
1017;SR;582514;Particuliers non commerciaux;991838;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;582028;Particuliers non commerciaux;985290;;;ANOMALIE - Document d'identité expiré;;
1017;SR;582357;Particuliers non commerciaux;990124;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;582738;Particuliers non commerciaux;994249;;;ANOMALIE - Document d'identité expiré;;
1017;SR;582012;Particuliers non commerciaux;985156;;;ANOMALIE - Document d'identité expiré;;
1017;SR;582032;Particuliers non commerciaux;985531;ANOMALIE - Mineur de plus de 21 ans;;ANOMALIE - Document d'identité expiré;;
1017;SR;582818;Particuliers non commerciaux;995223;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;583118;Particuliers non commerciaux;999132;;;ANOMALIE - Document d'identité expiré;;
1017;SR;583196;Particuliers non commerciaux;1000560;;;ANOMALIE - Document d'identité expiré;;
1017;SR;583108;Particuliers non commerciaux;998928;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;583327;Particuliers non commerciaux;1007037;;;ANOMALIE - Document d'identité expiré;;
1017;SR;583315;Particuliers non commerciaux;1006439;;;ANOMALIE - Document d'identité expiré;;
1017;SR;583380;Particuliers non commerciaux;1010349;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;583385;Particuliers non commerciaux;1010595;;;ANOMALIE - Document d'identité expiré;;
1017;SR;583518;Particuliers non commerciaux;1016356;;;ANOMALIE - Document d'identité expiré;;
1017;SR;583545;Particuliers non commerciaux;1016679;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;583558;Particuliers non commerciaux;1017346;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;583707;Particuliers non commerciaux;1025310;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;583885;Particuliers non commerciaux;1029522;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;584283;Particuliers non commerciaux;1045115;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;584196;Particuliers non commerciaux;1042666;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;577327;Autres services NCA;123471;;;ANOMALIE - Document d'identité expiré;;
1017;SR;578399;;142302;ANOMALIE - Mineur de plus de 21 ans;;;;
1017;SR;189902;PARTICULIERS SALARIES;63798;;;ANOMALIE - Document d'identité expiré;;
1017;SR;577045;Particuliers non commerciaux;119759;;;ANOMALIE - Document d'identité expiré;;
1017;SR;577370;;124001;;;ANOMALIE - Document d'identité expiré;;
1017;SR;577421;;124823;;;ANOMALIE - Document d'identité expiré;;
1017;SR;577121;Autres services NCA;120815;;;ANOMALIE - Document d'identité expiré;;
1017;SR;577550;;126815;;;ANOMALIE - Document d'identité expiré;;
