Agents;Taux;Date;flux_stock;pp_pm
UC;96;2026-03-23 21:56:49.2092170 +00:00;F;P
AYZ;100;2026-03-23 21:56:49.2092170 +00:00;F;P
L4;100;2026-03-23 21:56:49.2092170 +00:00;F;P
ABS;100;2026-03-23 21:56:49.2092170 +00:00;F;P
AKG;100;2026-03-23 21:56:49.2102150 +00:00;F;P
MZ;100;2026-03-23 21:56:49.2102150 +00:00;F;P
QA;100;2026-03-23 21:56:49.2102150 +00:00;F;P
7P;100;2026-03-23 21:56:49.2102150 +00:00;F;P
AYN;100;2026-03-23 21:56:49.2102150 +00:00;F;P
AYK;100;2026-03-23 21:56:49.2102150 +00:00;F;P
3D;100;2026-03-23 21:56:49.2102150 +00:00;F;P
BME;100;2026-03-23 21:56:49.2102150 +00:00;F;P
BMB;97;2026-03-23 21:56:49.2102150 +00:00;F;P
EB;100;2026-03-23 21:56:49.2102150 +00:00;F;P
9H;97;2026-03-23 21:56:49.2102150 +00:00;F;P
SG;100;2026-03-23 21:56:49.2102150 +00:00;F;P
7N;95;2026-03-23 21:56:49.2102150 +00:00;F;P
UH;100;2026-03-23 21:56:49.2102150 +00:00;F;P
0W;100;2026-03-23 21:56:49.2102150 +00:00;F;P
1C;100;2026-03-23 21:56:49.2102150 +00:00;F;P
74;100;2026-03-23 21:56:49.2102150 +00:00;F;P
UI;100;2026-03-23 21:56:49.2102150 +00:00;F;P
L2;96;2026-03-23 21:56:49.2102150 +00:00;F;P
2U;100;2026-03-23 21:56:49.2102150 +00:00;F;P
WZ;100;2026-03-23 21:56:49.2102150 +00:00;F;P
ADF;100;2026-03-23 21:56:49.2102150 +00:00;F;P
BHA;94;2026-03-23 21:56:49.2102150 +00:00;F;P
ACA;100;2026-03-23 21:56:49.2102150 +00:00;F;P
AXU;100;2026-03-23 21:56:49.2102150 +00:00;F;P
UA;100;2026-03-23 21:56:49.2102150 +00:00;F;P
7L;100;2026-03-23 21:56:49.2102150 +00:00;F;P
AT;100;2026-03-23 21:56:49.2102150 +00:00;F;P
MR;66;2026-03-23 21:56:49.2102150 +00:00;F;P
2F;94;2026-03-23 21:56:49.2102150 +00:00;F;P
7E;100;2026-03-23 21:56:49.2102150 +00:00;F;P
QJ;100;2026-03-23 21:56:49.2102150 +00:00;F;P
5N;100;2026-03-23 21:56:49.2102150 +00:00;F;P
AAY;100;2026-03-23 21:56:49.2102150 +00:00;F;P
DP;100;2026-03-23 21:56:49.2102150 +00:00;F;P
FE;100;2026-03-23 21:56:49.2102150 +00:00;F;P
IT;100;2026-03-23 21:56:49.2102150 +00:00;F;P
7D;100;2026-03-23 21:56:49.2102150 +00:00;F;P
ARI;100;2026-03-23 21:56:49.2102150 +00:00;F;P
PB;100;2026-03-23 21:56:49.2102150 +00:00;F;P
UY;96;2026-03-23 21:56:49.2102150 +00:00;F;P
ME;100;2026-03-23 21:56:49.2102150 +00:00;F;P
FG;0;2026-03-23 21:56:49.2102150 +00:00;F;P
6B;50;2026-03-23 21:56:49.2102150 +00:00;F;M
ADL;100;2026-03-23 21:56:49.2102150 +00:00;F;M
BAL;50;2026-03-23 21:56:49.2102150 +00:00;F;M
APW;100;2026-03-23 21:56:49.2102150 +00:00;F;M
M1;0;2026-03-23 21:56:49.2102150 +00:00;F;M
17;100;2026-03-23 21:56:49.2102150 +00:00;F;M
5L;100;2026-03-23 21:56:49.2102150 +00:00;F;M
KA;100;2026-03-23 21:56:49.2102150 +00:00;F;M
E8;100;2026-03-23 21:56:49.2102150 +00:00;F;M
88;100;2026-03-23 21:56:49.2102150 +00:00;F;M
AYS;100;2026-03-23 21:56:49.2102150 +00:00;F;M
ADZ;66;2026-03-23 21:56:49.2102150 +00:00;F;M
JI;100;2026-03-23 21:56:49.2102150 +00:00;F;M
0Q;0;2026-03-23 21:56:49.2102150 +00:00;F;M
AWZ;100;2026-03-23 21:56:49.2102150 +00:00;F;M
KJ;100;2026-03-23 21:56:49.2102150 +00:00;F;M
9T;100;2026-03-23 21:56:49.2102150 +00:00;F;M
AJX;0;2026-03-23 21:56:49.2102150 +00:00;F;M
BFX;100;2026-03-23 21:56:49.2102150 +00:00;F;M
DS;100;2026-03-23 21:56:49.2102150 +00:00;F;M
C8;77;2026-03-23 21:56:49.2102150 +00:00;S;P
KC;56;2026-03-23 21:56:49.2102150 +00:00;S;P
13;17;2026-03-23 21:56:49.2102150 +00:00;S;P
4Y;50;2026-03-23 21:56:49.2102150 +00:00;S;P
4i;100;2026-03-23 21:56:49.2102150 +00:00;S;P
5W;50;2026-03-23 21:56:49.2102150 +00:00;S;P
7Q;0;2026-03-23 21:56:49.2102150 +00:00;S;P
84;84;2026-03-23 21:56:49.2102150 +00:00;S;P
ADE;34;2026-03-23 21:56:49.2102150 +00:00;S;P
AM;0;2026-03-23 21:56:49.2112120 +00:00;S;P
ASA;85;2026-03-23 21:56:49.2112120 +00:00;S;P
ASD;76;2026-03-23 21:56:49.2112120 +00:00;S;P
BHQ;100;2026-03-23 21:56:49.2112120 +00:00;S;P
BQ;52;2026-03-23 21:56:49.2112120 +00:00;S;P
CT;70;2026-03-23 21:56:49.2112120 +00:00;S;P
E2;0;2026-03-23 21:56:49.2112120 +00:00;S;P
F2;100;2026-03-23 21:56:49.2112120 +00:00;S;P
FV;26;2026-03-23 21:56:49.2112120 +00:00;S;P
G5;100;2026-03-23 21:56:49.2112120 +00:00;S;P
GA;0;2026-03-23 21:56:49.2112120 +00:00;S;P
GD;7;2026-03-23 21:56:49.2112120 +00:00;S;P
GI;100;2026-03-23 21:56:49.2112120 +00:00;S;P
HD;100;2026-03-23 21:56:49.2112120 +00:00;S;P
HI;33;2026-03-23 21:56:49.2112120 +00:00;S;P
HJ;87;2026-03-23 21:56:49.2112120 +00:00;S;P
HK;75;2026-03-23 21:56:49.2823480 +00:00;S;P
HX;83;2026-03-23 21:56:49.2823480 +00:00;S;P
J9;88;2026-03-23 21:56:49.2823480 +00:00;S;P
JB;0;2026-03-23 21:56:49.2823480 +00:00;S;P
K2;36;2026-03-23 21:56:49.2823480 +00:00;S;P
L6;88;2026-03-23 21:56:49.2823480 +00:00;S;P
LU;100;2026-03-23 21:56:49.2823480 +00:00;S;P
MK;100;2026-03-23 21:56:49.2823480 +00:00;S;P
NH;89;2026-03-23 21:56:49.2823480 +00:00;S;P
NK;21;2026-03-23 21:56:49.2823480 +00:00;S;P
NW;100;2026-03-23 21:56:49.2823480 +00:00;S;P
O9;97;2026-03-23 21:56:49.2823480 +00:00;S;P
PA;90;2026-03-23 21:56:49.2823480 +00:00;S;P
PT;75;2026-03-23 21:56:49.2823480 +00:00;S;P
QN;82;2026-03-23 21:56:49.2823480 +00:00;S;P
S7;79;2026-03-23 21:56:49.2823480 +00:00;S;P
V9;94;2026-03-23 21:56:49.2823480 +00:00;S;P
WA;81;2026-03-23 21:56:49.2823480 +00:00;S;P
WB;77;2026-03-23 21:56:49.2823480 +00:00;S;P
53;85;2026-03-23 21:56:49.2823480 +00:00;S;P
6N;100;2026-03-23 21:56:49.2823480 +00:00;S;P
A2;100;2026-03-23 21:56:49.2823480 +00:00;S;P
AYB;80;2026-03-23 21:56:49.2823480 +00:00;S;P
BA;100;2026-03-23 21:56:49.2823480 +00:00;S;P
BBA;100;2026-03-23 21:56:49.2823480 +00:00;S;P
EX;0;2026-03-23 21:56:49.2823480 +00:00;S;P
KH;72;2026-03-23 21:56:49.2823480 +00:00;S;P
4O;100;2026-03-23 21:56:49.2823480 +00:00;S;P
U0;100;2026-03-23 21:56:49.2823480 +00:00;S;P
8N;92;2026-03-23 21:56:49.2823480 +00:00;S;P
8n;0;2026-03-23 21:56:49.2823480 +00:00;S;P
JU;91;2026-03-23 21:56:49.2823480 +00:00;S;P
8K;50;2026-03-23 21:56:49.2823480 +00:00;S;P
BDJ;100;2026-03-23 21:56:49.2823480 +00:00;S;P
MS;83;2026-03-23 21:56:49.2823480 +00:00;S;P
5A;72;2026-03-23 21:56:49.2823480 +00:00;S;P
AR;100;2026-03-23 21:56:49.2823480 +00:00;S;P
B2;87;2026-03-23 21:56:49.2823480 +00:00;S;P
J3;89;2026-03-23 21:56:49.2823480 +00:00;S;P
0U;91;2026-03-23 21:56:49.2823480 +00:00;S;P
FO;100;2026-03-23 21:56:49.2823480 +00:00;S;P
NM;75;2026-03-23 21:56:49.2823480 +00:00;S;P
T2;92;2026-03-23 21:56:49.2823480 +00:00;S;P
F8;81;2026-03-23 21:56:49.2823480 +00:00;S;P
KB;100;2026-03-23 21:56:49.2823480 +00:00;S;P
AET;90;2026-03-23 21:56:49.2823480 +00:00;S;P
IS;57;2026-03-23 21:56:49.2823480 +00:00;S;P
KM;100;2026-03-23 21:56:49.2823480 +00:00;S;P
NF;100;2026-03-23 21:56:49.2823480 +00:00;S;P
6L;3;2026-03-23 21:56:49.2823480 +00:00;S;P
9O;14;2026-03-23 21:56:49.2823480 +00:00;S;P
DK;2;2026-03-23 21:56:49.2823480 +00:00;S;P
I7;1;2026-03-23 21:56:49.2823480 +00:00;S;P
RJ;0;2026-03-23 21:56:49.2823480 +00:00;S;P
TH;14;2026-03-23 21:56:49.2823480 +00:00;S;P
SY;79;2026-03-23 21:56:49.2823480 +00:00;S;P
0X;80;2026-03-23 21:56:49.2823480 +00:00;S;P
0x;100;2026-03-23 21:56:49.2823480 +00:00;S;P
71;100;2026-03-23 21:56:49.2823480 +00:00;S;P
EA;22;2026-03-23 21:56:49.2823480 +00:00;S;P
WH;77;2026-03-23 21:56:49.2823480 +00:00;S;P
WX;0;2026-03-23 21:56:49.2823480 +00:00;S;P
ATA;83;2026-03-23 21:56:49.2823480 +00:00;S;P
I2;88;2026-03-23 21:56:49.2823480 +00:00;S;P
ATU;75;2026-03-23 21:56:49.2823480 +00:00;S;P
AYV;100;2026-03-23 21:56:49.2833680 +00:00;S;P
BV;100;2026-03-23 21:56:49.2833680 +00:00;S;P
E9;100;2026-03-23 21:56:49.2833680 +00:00;S;P
VB;95;2026-03-23 21:56:49.2833680 +00:00;S;P
KZ;96;2026-03-23 21:56:49.2833680 +00:00;S;P
BHJ;100;2026-03-23 21:56:49.2833680 +00:00;S;P
AKH;100;2026-03-23 21:56:49.2833680 +00:00;S;P
HKG;100;2026-03-23 21:56:49.2833680 +00:00;S;P
K1;100;2026-03-23 21:56:49.2833680 +00:00;S;P
O4;100;2026-03-23 21:56:49.2833680 +00:00;S;P
SD;93;2026-03-23 21:56:49.2833680 +00:00;S;P
2G;81;2026-03-23 21:56:49.2833680 +00:00;S;P
AKY;100;2026-03-23 21:56:49.2833680 +00:00;S;P
IM;80;2026-03-23 21:56:49.2833680 +00:00;S;P
PX;100;2026-03-23 21:56:49.2833680 +00:00;S;P
IB;57;2026-03-23 21:56:49.2833680 +00:00;S;P
AVS;100;2026-03-23 21:56:49.2833680 +00:00;S;P
SN;100;2026-03-23 21:56:49.2833680 +00:00;S;P
9M;91;2026-03-23 21:56:49.2833680 +00:00;S;P
sg;100;2026-03-23 21:56:49.2833680 +00:00;S;P
9D;89;2026-03-23 21:56:49.2833680 +00:00;S;P
C5;98;2026-03-23 21:56:49.2833680 +00:00;S;P
IV;50;2026-03-23 21:56:49.2833680 +00:00;S;P
LV;83;2026-03-23 21:56:49.2833680 +00:00;S;P
IU;100;2026-03-23 21:56:49.2833680 +00:00;S;P
VU;100;2026-03-23 21:56:49.2833680 +00:00;S;P
BH;100;2026-03-23 21:56:49.2833680 +00:00;S;P
k2;100;2026-03-23 21:56:49.2833680 +00:00;S;P
AHL;93;2026-03-23 21:56:49.2833680 +00:00;S;P
KW;100;2026-03-23 21:56:49.2833680 +00:00;S;P
ALK;83;2026-03-23 21:56:49.2833680 +00:00;S;P
AOG;87;2026-03-23 21:56:49.2833680 +00:00;S;P
AZB;93;2026-03-23 21:56:49.2833680 +00:00;S;P
C7;77;2026-03-23 21:56:49.2833680 +00:00;S;P
TW;100;2026-03-23 21:56:49.2833680 +00:00;S;P
ARJ;75;2026-03-23 21:56:49.2833680 +00:00;S;P
3F;100;2026-03-23 21:56:49.2833680 +00:00;S;P
40;100;2026-03-23 21:56:49.2833680 +00:00;S;P
QG;100;2026-03-23 21:56:49.2833680 +00:00;S;P
8R;70;2026-03-23 21:56:49.2833680 +00:00;S;P
AFJ;100;2026-03-23 21:56:49.2833680 +00:00;S;P
BCL;84;2026-03-23 21:56:49.2833680 +00:00;S;P
F5;74;2026-03-23 21:56:49.2833680 +00:00;S;P
AWT;100;2026-03-23 21:56:49.2833680 +00:00;S;P
EH;10;2026-03-23 21:56:49.2833680 +00:00;S;P
ER;95;2026-03-23 21:56:49.2833680 +00:00;S;P
5I;82;2026-03-23 21:56:49.2833680 +00:00;S;P
LO;80;2026-03-23 21:56:49.2833680 +00:00;S;P
SV;100;2026-03-23 21:56:49.2833680 +00:00;S;P
28;100;2026-03-23 21:56:49.2833680 +00:00;S;P
2R;0;2026-03-23 21:56:49.2833680 +00:00;S;P
2S;72;2026-03-23 21:56:49.2833680 +00:00;S;P
2T;97;2026-03-23 21:56:49.2833680 +00:00;S;P
45;0;2026-03-23 21:56:49.2833680 +00:00;S;P
46;0;2026-03-23 21:56:49.2833680 +00:00;S;P
57;70;2026-03-23 21:56:49.2833680 +00:00;S;P
6S;100;2026-03-23 21:56:49.2833680 +00:00;S;P
6T;100;2026-03-23 21:56:49.2833680 +00:00;S;P
7H;30;2026-03-23 21:56:49.2833680 +00:00;S;P
91;100;2026-03-23 21:56:49.2833680 +00:00;S;P
99;0;2026-03-23 21:56:49.2833680 +00:00;S;P
AE;100;2026-03-23 21:56:49.2833680 +00:00;S;P
B6;100;2026-03-23 21:56:49.2833680 +00:00;S;P
FC;75;2026-03-23 21:56:49.3505410 +00:00;S;P
HQ;60;2026-03-23 21:56:49.3605880 +00:00;S;P
IN;40;2026-03-23 21:56:49.3605880 +00:00;S;P
JQ;78;2026-03-23 21:56:49.3605880 +00:00;S;P
KE;82;2026-03-23 21:56:49.3605880 +00:00;S;P
N6;33;2026-03-23 21:56:49.3605880 +00:00;S;P
PC;12;2026-03-23 21:56:49.3605880 +00:00;S;P
PG;95;2026-03-23 21:56:49.3605880 +00:00;S;P
PN;100;2026-03-23 21:56:49.3605880 +00:00;S;P
PR;100;2026-03-23 21:56:49.3605880 +00:00;S;P
PW;100;2026-03-23 21:56:49.3605880 +00:00;S;P
T7;66;2026-03-23 21:56:49.3605880 +00:00;S;P
Z3;98;2026-03-23 21:56:49.3605880 +00:00;S;P
F6;0;2026-03-23 21:56:49.3605880 +00:00;S;M
FA;0;2026-03-23 21:56:49.3605880 +00:00;S;M
HA;0;2026-03-23 21:56:49.3605880 +00:00;S;M
UR;0;2026-03-23 21:56:49.3605880 +00:00;S;M
AXA;57;2026-03-23 21:56:49.3605880 +00:00;S;M
AXB;64;2026-03-23 21:56:49.3605880 +00:00;S;M
AXN;55;2026-03-23 21:56:49.3605880 +00:00;S;M
DA;0;2026-03-23 21:56:49.3605880 +00:00;S;M
E1;0;2026-03-23 21:56:49.3605880 +00:00;S;M
E6;0;2026-03-23 21:56:49.3605880 +00:00;S;M
GC;0;2026-03-23 21:56:49.3605880 +00:00;S;M
MG;0;2026-03-23 21:56:49.3605880 +00:00;S;M
PL;0;2026-03-23 21:56:49.3605880 +00:00;S;M
S5;50;2026-03-23 21:56:49.3605880 +00:00;S;M
ZB;0;2026-03-23 21:56:49.3605880 +00:00;S;M
AXJ;50;2026-03-23 21:56:49.3605880 +00:00;S;M
BMQ;25;2026-03-23 21:56:49.3605880 +00:00;S;M
AXO;0;2026-03-23 21:56:49.3605880 +00:00;S;M
XB;11;2026-03-23 21:56:49.3605880 +00:00;S;M
ASW;33;2026-03-23 21:56:49.3605880 +00:00;S;M
9J;100;2026-03-23 21:56:49.3605880 +00:00;S;M
V3;100;2026-03-23 21:56:49.3605880 +00:00;S;M
KY;100;2026-03-23 21:56:49.3605880 +00:00;S;M
ZG;100;2026-03-23 21:56:49.3605880 +00:00;S;M
AML;100;2026-03-23 21:56:49.3605880 +00:00;S;M
AND;70;2026-03-23 21:56:49.3605880 +00:00;S;M
D5;100;2026-03-23 21:56:49.3605880 +00:00;S;M
CU;40;2026-03-23 21:56:49.3605880 +00:00;S;M
3R;91;2026-03-23 21:56:49.3918690 +00:00;F;P
3X;87;2026-03-23 21:56:49.3918690 +00:00;F;P
5G;83;2026-03-23 21:56:49.3918690 +00:00;F;P
RM;0;2026-03-23 21:56:49.3918690 +00:00;F;M
F4;0;2026-03-23 21:56:49.3918690 +00:00;F;M
0P;0;2026-03-23 21:56:49.3918690 +00:00;F;M
EM;0;2026-03-23 21:56:49.3918690 +00:00;F;M
22;0;2026-03-23 21:56:49.3918690 +00:00;F;M
UH;0;2026-03-23 21:56:49.3918690 +00:00;F;M
CW;0;2026-03-23 21:56:49.3918690 +00:00;F;M
NE;66;2026-03-23 21:56:49.3918690 +00:00;F;M
VO;0;2026-03-23 21:56:49.3918690 +00:00;F;M
E1;0;2026-03-23 21:56:49.3918690 +00:00;F;M
EC;0;2026-03-23 21:56:49.3918690 +00:00;F;M
FN;0;2026-03-23 21:56:49.3918690 +00:00;F;M
RF;0;2026-03-23 21:56:49.3918690 +00:00;F;M
K7;33;2026-03-23 21:56:49.3918690 +00:00;F;M
SY;0;2026-03-23 21:56:49.3918690 +00:00;F;M
45;2;2026-03-23 21:56:49.3918690 +00:00;S;P
5N;0;2026-03-23 21:56:49.3918690 +00:00;S;P
60;0;2026-03-23 21:56:49.3918690 +00:00;S;P
AF;0;2026-03-23 21:56:49.3918690 +00:00;S;P
AO;0;2026-03-23 21:56:49.3918690 +00:00;S;P
BE;0;2026-03-23 21:56:49.3918690 +00:00;S;P
BO;0;2026-03-23 21:56:49.3918690 +00:00;S;P
BR;0;2026-03-23 21:56:49.3918690 +00:00;S;P
C1;0;2026-03-23 21:56:49.3918690 +00:00;S;P
DL;1;2026-03-23 21:56:49.3918690 +00:00;S;P
DN;0;2026-03-23 21:56:49.3918690 +00:00;S;P
DQ;0;2026-03-23 21:56:49.3918690 +00:00;S;P
EN;0;2026-03-23 21:56:49.3918690 +00:00;S;P
GM;22;2026-03-23 21:56:49.3918690 +00:00;S;P
GP;0;2026-03-23 21:56:49.3918690 +00:00;S;P
HN;2;2026-03-23 21:56:49.3918690 +00:00;S;P
HR;0;2026-03-23 21:56:49.3918690 +00:00;S;P
JO;0;2026-03-23 21:56:49.3918690 +00:00;S;P
JT;12;2026-03-23 21:56:49.3918690 +00:00;S;P
K5;0;2026-03-23 21:56:49.3918690 +00:00;S;P
KC;0;2026-03-23 21:56:49.3918690 +00:00;S;P
KZ;0;2026-03-23 21:56:49.3918690 +00:00;S;P
ML;50;2026-03-23 21:56:49.3918690 +00:00;S;P
N2;0;2026-03-23 21:56:49.3918690 +00:00;S;P
NP;0;2026-03-23 21:56:49.3918690 +00:00;S;P
OT;0;2026-03-23 21:56:49.3918690 +00:00;S;P
PK;0;2026-03-23 21:56:49.3918690 +00:00;S;P
R8;7;2026-03-23 21:56:49.3918690 +00:00;S;P
BL;0;2026-03-23 21:56:49.3918690 +00:00;S;M
B7;0;2026-03-23 21:56:49.3918690 +00:00;S;M
IL;0;2026-03-23 21:56:49.3918690 +00:00;S;M
RQ;13;2026-03-23 21:56:49.3918690 +00:00;S;M
RR;0;2026-03-23 21:56:49.3918690 +00:00;S;M
SA;0;2026-03-23 21:56:49.3918690 +00:00;S;M
UM;0;2026-03-23 21:56:49.3918690 +00:00;S;M
G7;0;2026-03-23 21:56:49.3918690 +00:00;S;M
NM;2;2026-03-23 21:56:49.3918690 +00:00;S;M
S1;0;2026-03-23 21:56:49.3918690 +00:00;S;M
SB;0;2026-03-23 21:56:49.3918690 +00:00;S;M
7N;0;2026-03-23 21:56:49.3918690 +00:00;S;M
ED;0;2026-03-23 21:56:49.3918690 +00:00;S;M
LS;0;2026-03-23 21:56:49.3918690 +00:00;S;M
ZY;0;2026-03-23 21:56:49.3918690 +00:00;S;M
5D;0;2026-03-23 21:56:49.3918690 +00:00;S;M
BS;0;2026-03-23 21:56:49.3918690 +00:00;S;M
4B;0;2026-03-23 21:56:49.3918690 +00:00;S;M
EL;0;2026-03-23 21:56:49.3918690 +00:00;S;M
PL;0;2026-03-23 21:56:49.3918690 +00:00;S;M
SP;0;2026-03-23 21:56:49.3918690 +00:00;S;M
YK;0;2026-03-23 21:56:49.3918690 +00:00;S;M
CN;36;2026-03-23 21:56:49.3918690 +00:00;S;M
GK;5;2026-03-23 21:56:49.3918690 +00:00;S;M
KW;1;2026-03-23 21:56:49.3918690 +00:00;S;M
YI;0;2026-03-23 21:56:49.3918690 +00:00;S;M
EZ;0;2026-03-23 21:56:49.3918690 +00:00;S;M
JL;0;2026-03-23 21:56:49.3918690 +00:00;S;M
MU;0;2026-03-23 21:56:49.3918690 +00:00;S;M
VL;0;2026-03-23 21:56:49.3918690 +00:00;S;M
YU;0;2026-03-23 21:56:49.3918690 +00:00;S;M
10;0;2026-03-23 21:56:49.3918690 +00:00;S;M
KR;0;2026-03-23 21:56:49.3918690 +00:00;S;M
OU;6;2026-03-23 21:56:49.3918690 +00:00;S;M
PS;0;2026-03-23 21:56:49.3918690 +00:00;S;M
5Y;0;2026-03-23 21:56:49.3918690 +00:00;S;M
81;0;2026-03-23 21:56:49.3918690 +00:00;S;M
F7;0;2026-03-23 21:56:49.3918690 +00:00;S;M
1H;0;2026-03-23 21:56:49.3918690 +00:00;S;M
68;0;2026-03-23 21:56:49.3918690 +00:00;S;M
7H;0;2026-03-23 21:56:49.3918690 +00:00;S;M
[4;73;2026-03-23 22:04:23.2628160 +00:00;F;P
AUD;100;2026-03-23 22:04:23.2628160 +00:00;F;P
NI;43;2026-03-23 22:04:23.2628160 +00:00;F;P
0K;95;2026-03-23 22:04:23.2628160 +00:00;F;P
27;75;2026-03-23 22:04:23.2628160 +00:00;F;P
IX;100;2026-03-23 22:04:23.2628160 +00:00;F;P
[9;100;2026-03-23 22:04:23.2628160 +00:00;F;P
57;94;2026-03-23 22:04:23.2628160 +00:00;F;P
BCR;91;2026-03-23 22:04:23.2628160 +00:00;F;P
ECD;100;2026-03-23 22:04:23.2628160 +00:00;F;P
J3;91;2026-03-23 22:04:23.2628160 +00:00;F;P
BSV;90;2026-03-23 22:04:23.2628160 +00:00;F;P
AMM;94;2026-03-23 22:04:23.2628160 +00:00;F;P
ASP;94;2026-03-23 22:04:23.2628160 +00:00;F;P
LD;100;2026-03-23 22:04:23.2628160 +00:00;F;P
ASG;88;2026-03-23 22:04:23.2628160 +00:00;F;P
CYP;100;2026-03-23 22:04:23.2628160 +00:00;F;P
{T;100;2026-03-23 22:04:23.2628160 +00:00;F;P
APF;100;2026-03-23 22:04:23.2628160 +00:00;F;P
BVC;66;2026-03-23 22:04:23.2628160 +00:00;F;P
#NOM?;61;2026-03-23 22:04:23.2628160 +00:00;F;P
{5;92;2026-03-23 22:04:23.2628160 +00:00;F;P
87;71;2026-03-23 22:04:23.2628160 +00:00;F;P
H9;65;2026-03-23 22:04:23.2628160 +00:00;F;P
AMJ;100;2026-03-23 22:04:23.2628160 +00:00;F;P
BCS;85;2026-03-23 22:04:23.2628160 +00:00;F;P
K2;90;2026-03-23 22:04:23.2628160 +00:00;F;P
}V;0;2026-03-23 22:04:23.2628160 +00:00;F;P
]T;91;2026-03-23 22:04:23.2628160 +00:00;F;P
-7;75;2026-03-23 22:04:23.2628160 +00:00;F;P
]B;54;2026-03-23 22:04:23.2628160 +00:00;F;P
BWR;50;2026-03-23 22:04:23.2628160 +00:00;F;P
V];85;2026-03-23 22:04:23.2628160 +00:00;F;P
B-;93;2026-03-23 22:04:23.2628160 +00:00;F;P
AQ;0;2026-03-23 22:04:23.2628160 +00:00;F;M
}F;50;2026-03-23 22:04:23.2628160 +00:00;F;M
6D;0;2026-03-23 22:04:23.2628160 +00:00;F;M
7W;0;2026-03-23 22:04:23.2628160 +00:00;F;M
}L;0;2026-03-23 22:04:23.2628160 +00:00;F;M
AML;50;2026-03-23 22:04:23.2628160 +00:00;F;M
36;0;2026-03-23 22:04:23.2628160 +00:00;F;M
7Z;0;2026-03-23 22:04:23.2628160 +00:00;F;M
MU;100;2026-03-23 22:04:23.2628160 +00:00;F;M
ATD;100;2026-03-23 22:04:23.2628160 +00:00;F;M
Y3;0;2026-03-23 22:04:23.2628160 +00:00;F;M
9[;0;2026-03-23 22:04:23.2628160 +00:00;F;M
-5;0;2026-03-23 22:04:23.2628160 +00:00;F;M
0X;100;2026-03-23 22:04:23.2628160 +00:00;F;M
AOA;0;2026-03-23 22:04:23.2628160 +00:00;F;M
17;0;2026-03-23 22:04:23.2628160 +00:00;F;M
{Q;0;2026-03-23 22:04:23.2628160 +00:00;F;M
W8;0;2026-03-23 22:04:23.2628160 +00:00;F;M
JH;100;2026-03-23 22:04:23.2628160 +00:00;F;M
H3;0;2026-03-23 22:04:23.2628160 +00:00;F;M
-9;0;2026-03-23 22:04:23.2628160 +00:00;F;M
CVI;0;2026-03-23 22:04:23.2628160 +00:00;F;M
DUM;0;2026-03-23 22:04:23.2628160 +00:00;F;M
}Y;50;2026-03-23 22:04:23.2628160 +00:00;F;M
ANZ;0;2026-03-23 22:04:23.2628160 +00:00;F;M
I{;0;2026-03-23 22:04:23.2628160 +00:00;F;M
#NOM?;0;2026-03-23 22:04:23.2628160 +00:00;F;M
}U;100;2026-03-23 22:04:23.2628160 +00:00;F;M
{N;0;2026-03-23 22:04:23.2628160 +00:00;F;M
-C;0;2026-03-23 22:04:23.2628160 +00:00;F;M
KY;33;2026-03-23 22:04:23.2628160 +00:00;F;M
I[;100;2026-03-23 22:04:23.2628160 +00:00;F;M
[0;57;2026-03-23 22:04:23.2628160 +00:00;F;M
5};0;2026-03-23 22:04:23.2628160 +00:00;F;M
]4;0;2026-03-23 22:04:23.2628160 +00:00;F;M
A1;66;2026-03-23 22:04:23.2628160 +00:00;F;M
DSZ;0;2026-03-23 22:04:23.2628160 +00:00;F;M
ZP;0;2026-03-23 22:04:23.2628160 +00:00;F;M
CIP;100;2026-03-23 22:04:23.2628160 +00:00;F;M
0E;0;2026-03-23 22:04:23.2628160 +00:00;F;M
0[;0;2026-03-23 22:04:23.2628160 +00:00;F;M
-3;50;2026-03-23 22:04:23.2628160 +00:00;S;P
0H;82;2026-03-23 22:04:23.2628160 +00:00;S;P
8I;50;2026-03-23 22:04:23.2628160 +00:00;S;P
MG;50;2026-03-23 22:04:23.2628160 +00:00;S;P
QK;100;2026-03-23 22:04:23.2628160 +00:00;S;P
SC;86;2026-03-23 22:04:23.2628160 +00:00;S;P
}Z;50;2026-03-23 22:04:23.2628160 +00:00;S;P
54;100;2026-03-23 22:04:23.2628160 +00:00;S;P
6H;62;2026-03-23 22:04:23.2628160 +00:00;S;P
8};85;2026-03-23 22:04:23.2628160 +00:00;S;P
AMQ;90;2026-03-23 22:04:23.2628160 +00:00;S;P
AO;94;2026-03-23 22:04:23.2628160 +00:00;S;P
BDB;66;2026-03-23 22:04:23.2628160 +00:00;S;P
BU;69;2026-03-23 22:04:23.2628160 +00:00;S;P
H7;87;2026-03-23 22:04:23.2628160 +00:00;S;P
JK;88;2026-03-23 22:04:23.2628160 +00:00;S;P
P[;59;2026-03-23 22:04:23.2628160 +00:00;S;P
QT;76;2026-03-23 22:04:23.2628160 +00:00;S;P
U5;100;2026-03-23 22:04:23.2628160 +00:00;S;P
1;100;2026-03-23 22:04:23.2628160 +00:00;S;P
1P;62;2026-03-23 22:04:23.2628160 +00:00;S;P
2G;74;2026-03-23 22:04:23.2628160 +00:00;S;P
6C;77;2026-03-23 22:04:23.2628160 +00:00;S;P
AMK;62;2026-03-23 22:04:23.2628160 +00:00;S;P
