Agents;Taux;Date;flux_stock;pp_pm
[4;95;2026-03-17 06:54:00.4282650 +00:00;F;P
AUD;96;2026-03-17 06:54:00.4282650 +00:00;F;P
NI;72;2026-03-17 06:54:00.4282650 +00:00;F;P
0K;92;2026-03-17 06:54:00.4282650 +00:00;F;P
27;92;2026-03-17 06:54:00.4282650 +00:00;F;P
[9;79;2026-03-17 06:54:00.4282650 +00:00;F;P
57;100;2026-03-17 06:54:00.4282650 +00:00;F;P
BDB;90;2026-03-17 06:54:00.4282650 +00:00;F;P
AQ;62;2026-03-17 06:54:00.4282650 +00:00;F;P
4};0;2026-03-17 06:54:00.4282650 +00:00;F;P
}F;85;2026-03-17 06:54:00.4282650 +00:00;F;P
AUG;55;2026-03-17 06:54:00.4282650 +00:00;F;P
BBM;100;2026-03-17 06:54:00.4282650 +00:00;F;P
7W;86;2026-03-17 06:54:00.4282650 +00:00;F;P
}L;58;2026-03-17 06:54:00.4282650 +00:00;F;P
J4;88;2026-03-17 06:54:00.4282650 +00:00;F;P
82;73;2026-03-17 06:54:00.4282650 +00:00;F;P
BLQ;92;2026-03-17 06:54:00.4282650 +00:00;F;P
O};100;2026-03-17 06:54:00.4282650 +00:00;F;P
BCR;94;2026-03-17 06:54:00.4282650 +00:00;F;P
AML;66;2026-03-17 06:54:00.4282650 +00:00;F;P
BDJ;100;2026-03-17 06:54:00.4282650 +00:00;F;P
J3;92;2026-03-17 06:54:00.4282650 +00:00;F;P
V8;100;2026-03-17 06:54:00.4282650 +00:00;F;P
BSV;92;2026-03-17 06:54:00.4282650 +00:00;F;P
AMM;75;2026-03-17 06:54:00.4282650 +00:00;F;P
ASP;89;2026-03-17 06:54:00.4282650 +00:00;F;P
{T;86;2026-03-17 06:54:00.4282650 +00:00;F;P
BLS;85;2026-03-17 06:54:00.4282650 +00:00;F;P
3};85;2026-03-17 06:54:00.4292710 +00:00;F;P
AUC;85;2026-03-17 06:54:00.4292710 +00:00;F;P
36;71;2026-03-17 06:54:00.4292710 +00:00;F;P
ARW;87;2026-03-17 06:54:00.4292710 +00:00;F;P
BLL;90;2026-03-17 06:54:00.4292710 +00:00;F;P
6H;96;2026-03-17 06:54:00.4292710 +00:00;F;P
BVU;90;2026-03-17 06:54:00.4292710 +00:00;F;P
BBS;81;2026-03-17 06:54:00.4292710 +00:00;F;P
ALU;91;2026-03-17 06:54:00.4292710 +00:00;F;P
1;84;2026-03-17 06:54:00.4292710 +00:00;F;P
H7;80;2026-03-17 06:54:00.4292710 +00:00;F;P
7Z;89;2026-03-17 06:54:00.4292710 +00:00;F;P
5{;87;2026-03-17 06:54:00.4292710 +00:00;F;P
MU;75;2026-03-17 06:54:00.4292710 +00:00;F;P
ATD;90;2026-03-17 06:54:00.4292710 +00:00;F;P
-3;85;2026-03-17 06:54:00.4292710 +00:00;F;P
BVV;100;2026-03-17 06:54:00.4292710 +00:00;F;P
Y3;93;2026-03-17 06:54:00.4292710 +00:00;F;P
H5;81;2026-03-17 06:54:00.4292710 +00:00;F;P
}Z;84;2026-03-17 06:54:00.4292710 +00:00;F;P
OI;63;2026-03-17 06:54:00.4292710 +00:00;F;P
9[;82;2026-03-17 06:54:00.4292710 +00:00;F;P
-5;100;2026-03-17 06:54:00.4292710 +00:00;F;P
0X;92;2026-03-17 06:54:00.4292710 +00:00;F;P
AOA;92;2026-03-17 06:54:00.4292710 +00:00;F;P
17;92;2026-03-17 06:54:00.4292710 +00:00;F;P
BJJ;100;2026-03-17 06:54:00.4292710 +00:00;F;P
{Q;90;2026-03-17 06:54:00.4292710 +00:00;F;P
W8;94;2026-03-17 06:54:00.4300320 +00:00;F;P
JH;100;2026-03-17 06:54:00.4300320 +00:00;F;P
H3;98;2026-03-17 06:54:00.4300320 +00:00;F;P
8];100;2026-03-17 06:54:00.4300320 +00:00;F;P
8};93;2026-03-17 06:54:00.4300320 +00:00;F;P
-9;93;2026-03-17 06:54:00.4300320 +00:00;F;P
CVI;81;2026-03-17 06:54:00.4300320 +00:00;F;P
}Y;92;2026-03-17 06:54:00.4300320 +00:00;F;P
ANZ;96;2026-03-17 06:54:00.4300320 +00:00;F;P
COD;100;2026-03-17 06:54:00.4300320 +00:00;F;P
I4;100;2026-03-17 06:54:00.4300320 +00:00;F;P
I{;97;2026-03-17 06:54:00.4300320 +00:00;F;P
#NOM?;94;2026-03-17 06:54:00.4300320 +00:00;F;P
S-;100;2026-03-17 06:54:00.4300320 +00:00;F;P
}U;94;2026-03-17 06:54:00.4300320 +00:00;F;P
{N;95;2026-03-17 06:54:00.4300320 +00:00;F;P
-C;100;2026-03-17 06:54:00.4300320 +00:00;F;P
[J;100;2026-03-17 06:54:00.4300320 +00:00;F;P
AMN;90;2026-03-17 06:54:00.4300320 +00:00;F;P
8{;53;2026-03-17 06:54:00.4300320 +00:00;F;P
KY;80;2026-03-17 06:54:00.4300320 +00:00;F;P
AY;75;2026-03-17 06:54:00.4300320 +00:00;F;P
79;94;2026-03-17 06:54:00.4300320 +00:00;F;P
Z};83;2026-03-17 06:54:00.4300320 +00:00;F;P
O8;95;2026-03-17 06:54:00.4300320 +00:00;F;P
AMR;81;2026-03-17 06:54:00.4300320 +00:00;F;P
M[;93;2026-03-17 06:54:00.4300320 +00:00;F;P
I[;82;2026-03-17 06:54:00.4300320 +00:00;F;P
[0;96;2026-03-17 06:54:00.4300320 +00:00;F;P
5};96;2026-03-17 06:54:00.4300320 +00:00;F;P
]4;92;2026-03-17 06:54:00.4300320 +00:00;F;P
A1;96;2026-03-17 06:54:00.4300320 +00:00;F;P
{5;100;2026-03-17 06:54:00.4300320 +00:00;F;P
87;81;2026-03-17 06:54:00.4300320 +00:00;F;P
H9;61;2026-03-17 06:54:00.4300320 +00:00;F;P
AMJ;100;2026-03-17 06:54:00.4300320 +00:00;F;P
BCS;93;2026-03-17 06:54:00.4300320 +00:00;F;P
K2;100;2026-03-17 06:54:00.4300320 +00:00;F;P
}V;25;2026-03-17 06:54:00.4300320 +00:00;F;P
]T;89;2026-03-17 06:54:00.4300320 +00:00;F;P
-7;57;2026-03-17 06:54:00.4300320 +00:00;F;P
]B;50;2026-03-17 06:54:00.4300320 +00:00;F;P
V];80;2026-03-17 06:54:00.4300320 +00:00;F;P
B-;91;2026-03-17 06:54:00.4300320 +00:00;F;P
[4;25;2026-03-17 06:54:00.4300320 +00:00;F;M
AUD;0;2026-03-17 06:54:00.4300320 +00:00;F;M
NI;100;2026-03-17 06:54:00.4300320 +00:00;F;M
0K;0;2026-03-17 06:54:00.4300320 +00:00;F;M
27;100;2026-03-17 06:54:00.4300320 +00:00;F;M
IX;0;2026-03-17 06:54:00.4300320 +00:00;F;M
AQ;0;2026-03-17 06:54:00.4300320 +00:00;F;M
}F;0;2026-03-17 06:54:00.4300320 +00:00;F;M
7W;0;2026-03-17 06:54:00.4300320 +00:00;F;M
}L;0;2026-03-17 06:54:00.4300320 +00:00;F;M
J4;0;2026-03-17 06:54:00.4300320 +00:00;F;M
82;0;2026-03-17 06:54:00.4300320 +00:00;F;M
BLQ;100;2026-03-17 06:54:00.4300320 +00:00;F;M
BCR;0;2026-03-17 06:54:00.4300320 +00:00;F;M
AML;100;2026-03-17 06:54:00.4300320 +00:00;F;M
J3;50;2026-03-17 06:54:00.4300320 +00:00;F;M
BSV;100;2026-03-17 06:54:00.4300320 +00:00;F;M
ASP;50;2026-03-17 06:54:00.4300320 +00:00;F;M
{T;0;2026-03-17 06:54:00.4300320 +00:00;F;M
3};0;2026-03-17 06:54:00.4300320 +00:00;F;M
AUC;0;2026-03-17 06:54:00.4300320 +00:00;F;M
36;50;2026-03-17 06:54:00.4300320 +00:00;F;M
ARW;0;2026-03-17 06:54:00.4300320 +00:00;F;M
6H;0;2026-03-17 06:54:00.4312560 +00:00;F;M
BBS;0;2026-03-17 06:54:00.4312560 +00:00;F;M
ALU;100;2026-03-17 06:54:00.4312560 +00:00;F;M
1;0;2026-03-17 06:54:00.4312560 +00:00;F;M
7Z;0;2026-03-17 06:54:00.5207390 +00:00;F;M
MU;100;2026-03-17 06:54:00.5207390 +00:00;F;M
ATD;0;2026-03-17 06:54:00.5207390 +00:00;F;M
BVV;100;2026-03-17 06:54:00.5217570 +00:00;F;M
Y3;0;2026-03-17 06:54:00.5217570 +00:00;F;M
9[;0;2026-03-17 06:54:00.5218390 +00:00;F;M
-5;0;2026-03-17 06:54:00.5218390 +00:00;F;M
0X;100;2026-03-17 06:54:00.5218390 +00:00;F;M
AOA;0;2026-03-17 06:54:00.5218390 +00:00;F;M
{Q;0;2026-03-17 06:54:00.5218390 +00:00;F;M
W8;0;2026-03-17 06:54:00.5218390 +00:00;F;M
H3;33;2026-03-17 06:54:00.5218390 +00:00;F;M
ASU;0;2026-03-17 06:54:00.5218390 +00:00;F;M
CVI;0;2026-03-17 06:54:00.5220660 +00:00;F;M
}Y;0;2026-03-17 06:54:00.5220660 +00:00;F;M
I{;0;2026-03-17 06:54:00.5220660 +00:00;F;M
#NOM?;0;2026-03-17 06:54:00.5220660 +00:00;F;M
}U;100;2026-03-17 06:54:00.5220660 +00:00;F;M
{N;0;2026-03-17 06:54:00.5220660 +00:00;F;M
-C;0;2026-03-17 06:54:00.5220660 +00:00;F;M
8{;0;2026-03-17 06:54:00.5220660 +00:00;F;M
KY;37;2026-03-17 06:54:00.5220660 +00:00;F;M
AY;100;2026-03-17 06:54:00.5220660 +00:00;F;M
O8;0;2026-03-17 06:54:00.5220660 +00:00;F;M
AMR;100;2026-03-17 06:54:00.5220660 +00:00;F;M
I[;0;2026-03-17 06:54:00.5220660 +00:00;F;M
[0;25;2026-03-17 06:54:00.5220660 +00:00;F;M
5};0;2026-03-17 06:54:00.5220660 +00:00;F;M
]4;0;2026-03-17 06:54:00.5220660 +00:00;F;M
A1;66;2026-03-17 06:54:00.5220660 +00:00;F;M
{5;0;2026-03-17 06:54:00.5220660 +00:00;F;M
87;0;2026-03-17 06:54:00.5220660 +00:00;F;M
BCS;75;2026-03-17 06:54:00.5223460 +00:00;F;M
-7;0;2026-03-17 06:54:00.5223460 +00:00;F;M
B-;0;2026-03-17 06:54:00.5223460 +00:00;F;M
CIP;0;2026-03-17 06:54:00.5223930 +00:00;F;M
BWQ;0;2026-03-17 06:54:00.5223930 +00:00;F;M
0E;0;2026-03-17 06:54:00.5223930 +00:00;F;M
0[;0;2026-03-17 06:54:00.5223930 +00:00;F;M
-3;60;2026-03-17 06:54:00.5223930 +00:00;S;P
#NOM?;74;2026-03-17 06:54:00.5223930 +00:00;S;P
0H;77;2026-03-17 06:54:00.5223930 +00:00;S;P
17;79;2026-03-17 06:54:00.5223930 +00:00;S;P
8I;50;2026-03-17 06:54:00.5223930 +00:00;S;P
MG;40;2026-03-17 06:54:00.5223930 +00:00;S;P
QK;75;2026-03-17 06:54:00.5223930 +00:00;S;P
SC;71;2026-03-17 06:54:00.5223930 +00:00;S;P
[4;62;2026-03-17 06:54:00.5223930 +00:00;S;P
}Z;78;2026-03-17 06:54:00.5223930 +00:00;S;P
0K;65;2026-03-17 06:54:00.5223930 +00:00;S;P
27;66;2026-03-17 06:54:00.5223930 +00:00;S;P
54;100;2026-03-17 06:54:00.5223930 +00:00;S;P
6H;66;2026-03-17 06:54:00.5223930 +00:00;S;P
8};70;2026-03-17 06:54:00.5223930 +00:00;S;P
AMQ;77;2026-03-17 06:54:00.5223930 +00:00;S;P
ANZ;88;2026-03-17 06:54:00.5223930 +00:00;S;P
AO;93;2026-03-17 06:54:00.5223930 +00:00;S;P
BDB;90;2026-03-17 06:54:00.5223930 +00:00;S;P
BU;73;2026-03-17 06:54:00.5223930 +00:00;S;P
H7;65;2026-03-17 06:54:00.5223930 +00:00;S;P
JK;70;2026-03-17 06:54:00.5223930 +00:00;S;P
P[;59;2026-03-17 06:54:00.5223930 +00:00;S;P
QT;78;2026-03-17 06:54:00.5223930 +00:00;S;P
U5;100;2026-03-17 06:54:00.5223930 +00:00;S;P
[9;72;2026-03-17 06:54:00.5223930 +00:00;S;P
]4;85;2026-03-17 06:54:00.5223930 +00:00;S;P
]B;63;2026-03-17 06:54:00.5223930 +00:00;S;P
1;66;2026-03-17 06:54:00.5223930 +00:00;S;P
1P;84;2026-03-17 06:54:00.5223930 +00:00;S;P
2G;61;2026-03-17 06:54:00.5223930 +00:00;S;P
57;79;2026-03-17 06:54:00.5223930 +00:00;S;P
6C;76;2026-03-17 06:54:00.5223930 +00:00;S;P
9[;72;2026-03-17 06:54:00.5223930 +00:00;S;P
AMJ;72;2026-03-17 06:54:00.5223930 +00:00;S;P
AMK;62;2026-03-17 06:54:00.5223930 +00:00;S;P
AUD;76;2026-03-17 06:54:00.5223930 +00:00;S;P
BK;57;2026-03-17 06:54:00.5223930 +00:00;S;P
BKC;100;2026-03-17 06:54:00.5223930 +00:00;S;P
CF;83;2026-03-17 06:54:00.5223930 +00:00;S;P
CGM;100;2026-03-17 06:54:00.5223930 +00:00;S;P
CK;76;2026-03-17 06:54:00.5223930 +00:00;S;P
CNQ;100;2026-03-17 06:54:00.5223930 +00:00;S;P
D6;80;2026-03-17 06:54:00.5223930 +00:00;S;P
ED;65;2026-03-17 06:54:00.5223930 +00:00;S;P
H3;75;2026-03-17 06:54:00.5223930 +00:00;S;P
HY;88;2026-03-17 06:54:00.5223930 +00:00;S;P
IG;65;2026-03-17 06:54:00.5223930 +00:00;S;P
J3;71;2026-03-17 06:54:00.5223930 +00:00;S;P
KW;100;2026-03-17 06:54:00.5223930 +00:00;S;P
PE;88;2026-03-17 06:54:00.5223930 +00:00;S;P
P];66;2026-03-17 06:54:00.5223930 +00:00;S;P
QJ;73;2026-03-17 06:54:00.5234000 +00:00;S;P
SS;76;2026-03-17 06:54:00.5234000 +00:00;S;P
UF;61;2026-03-17 06:54:00.5234000 +00:00;S;P
W3;100;2026-03-17 06:54:00.5234000 +00:00;S;P
XX;50;2026-03-17 06:54:00.5234000 +00:00;S;P
YM;68;2026-03-17 06:54:00.5234000 +00:00;S;P
ZK;65;2026-03-17 06:54:00.5234000 +00:00;S;P
[2;65;2026-03-17 06:54:00.5234000 +00:00;S;P
}R;83;2026-03-17 06:54:00.5234000 +00:00;S;P
}V;72;2026-03-17 06:54:00.5234000 +00:00;S;P
0};100;2026-03-17 06:54:00.5234000 +00:00;S;P
NI;69;2026-03-17 06:54:00.5234000 +00:00;S;P
ATD;62;2026-03-17 06:54:00.5234000 +00:00;S;P
BO;0;2026-03-17 06:54:00.5234000 +00:00;S;P
BP;50;2026-03-17 06:54:00.5234000 +00:00;S;P
I[;65;2026-03-17 06:54:00.5234000 +00:00;S;P
OK;75;2026-03-17 06:54:00.5234000 +00:00;S;P
V];66;2026-03-17 06:54:00.5234000 +00:00;S;P
24;100;2026-03-17 06:54:00.5234000 +00:00;S;P
AQ;71;2026-03-17 06:54:00.5234000 +00:00;S;P
DA;83;2026-03-17 06:54:00.5234000 +00:00;S;P
KY;65;2026-03-17 06:54:00.5234000 +00:00;S;P
UE;71;2026-03-17 06:54:00.5234000 +00:00;S;P
Y3;72;2026-03-17 06:54:00.5234000 +00:00;S;P
}F;58;2026-03-17 06:54:00.5234000 +00:00;S;P
59;50;2026-03-17 06:54:00.5234000 +00:00;S;P
AK;50;2026-03-17 06:54:00.5234000 +00:00;S;P
AVA;0;2026-03-17 06:54:00.5234000 +00:00;S;P
CZF;0;2026-03-17 06:54:00.5234000 +00:00;S;P
DN;86;2026-03-17 06:54:00.5234000 +00:00;S;P
IX;67;2026-03-17 06:54:00.5234000 +00:00;S;P
39;66;2026-03-17 06:54:00.5234000 +00:00;S;P
BI;33;2026-03-17 06:54:00.5234000 +00:00;S;P
CA;50;2026-03-17 06:54:00.5234000 +00:00;S;P
CR;70;2026-03-17 06:54:00.5234000 +00:00;S;P
HB;81;2026-03-17 06:54:00.5234000 +00:00;S;P
O};66;2026-03-17 06:54:00.5234000 +00:00;S;P
UQ;100;2026-03-17 06:54:00.6070040 +00:00;S;P
}L;62;2026-03-17 06:54:00.6070040 +00:00;S;P
-7;81;2026-03-17 06:54:00.6070040 +00:00;S;P
0X;71;2026-03-17 06:54:00.6070040 +00:00;S;P
1W;66;2026-03-17 06:54:00.6070040 +00:00;S;P
4V;100;2026-03-17 06:54:00.6070040 +00:00;S;P
AG;100;2026-03-17 06:54:00.6070040 +00:00;S;P
BBD;66;2026-03-17 06:54:00.6070040 +00:00;S;P
BD;100;2026-03-17 06:54:00.6070040 +00:00;S;P
BJW;0;2026-03-17 06:54:00.6070040 +00:00;S;P
BTP;100;2026-03-17 06:54:00.6070040 +00:00;S;P
BVU;77;2026-03-17 06:54:00.6070040 +00:00;S;P
CV;66;2026-03-17 06:54:00.6070040 +00:00;S;P
DB;100;2026-03-17 06:54:00.6070040 +00:00;S;P
DLR;100;2026-03-17 06:54:00.6070040 +00:00;S;P
P9;70;2026-03-17 06:54:00.6070040 +00:00;S;P
CFP;100;2026-03-17 06:54:00.6070040 +00:00;S;P
CT;81;2026-03-17 06:54:00.6070040 +00:00;S;P
H5;71;2026-03-17 06:54:00.6070040 +00:00;S;P
-6;51;2026-03-17 06:54:00.6070040 +00:00;S;P
0L;85;2026-03-17 06:54:00.6070040 +00:00;S;P
0[;41;2026-03-17 06:54:00.6070040 +00:00;S;P
4};0;2026-03-17 06:54:00.6070040 +00:00;S;P
-5;70;2026-03-17 06:54:00.6070040 +00:00;S;P
5{;70;2026-03-17 06:54:00.6070040 +00:00;S;P
67;75;2026-03-17 06:54:00.6070040 +00:00;S;P
6D;58;2026-03-17 06:54:00.6070040 +00:00;S;P
7W;86;2026-03-17 06:54:00.6070040 +00:00;S;P
8W;72;2026-03-17 06:54:00.6070040 +00:00;S;P
9K;100;2026-03-17 06:54:00.6070040 +00:00;S;P
ALP;56;2026-03-17 06:54:00.6070040 +00:00;S;P
BLQ;71;2026-03-17 06:54:00.6070040 +00:00;S;P
CGG;50;2026-03-17 06:54:00.6070040 +00:00;S;P
G5;90;2026-03-17 06:54:00.6070040 +00:00;S;P
GH;100;2026-03-17 06:54:00.6150520 +00:00;S;P
HF;94;2026-03-17 06:54:00.6150520 +00:00;S;P
IE;80;2026-03-17 06:54:00.6150520 +00:00;S;P
IQ;80;2026-03-17 06:54:00.6150520 +00:00;S;P
JY;62;2026-03-17 06:54:00.6150520 +00:00;S;P
K2;66;2026-03-17 06:54:00.6150520 +00:00;S;P
KB;81;2026-03-17 06:54:00.6150520 +00:00;S;P
LJ;66;2026-03-17 06:54:00.6150520 +00:00;S;P
LK;100;2026-03-17 06:54:00.6150520 +00:00;S;P
LL;51;2026-03-17 06:54:00.6150520 +00:00;S;P
MU;70;2026-03-17 06:54:00.6150520 +00:00;S;P
OL;83;2026-03-17 06:54:00.6150520 +00:00;S;P
QX;100;2026-03-17 06:54:00.6150520 +00:00;S;P
T9;50;2026-03-17 06:54:00.6150520 +00:00;S;P
UR;69;2026-03-17 06:54:00.6150520 +00:00;S;P
VE;63;2026-03-17 06:54:00.6150520 +00:00;S;P
WM;75;2026-03-17 06:54:00.6150520 +00:00;S;P
XO;100;2026-03-17 06:54:00.6150520 +00:00;S;P
XQ;74;2026-03-17 06:54:00.6150520 +00:00;S;P
XR;0;2026-03-17 06:54:00.6150520 +00:00;S;P
YR;85;2026-03-17 06:54:00.6150520 +00:00;S;P
[5;37;2026-03-17 06:54:00.6150520 +00:00;S;P
]F;83;2026-03-17 06:54:00.6150520 +00:00;S;P
]T;71;2026-03-17 06:54:00.6150520 +00:00;S;P
{F;75;2026-03-17 06:54:00.6150520 +00:00;S;P
{W;40;2026-03-17 06:54:00.6150520 +00:00;S;P
}T;88;2026-03-17 06:54:00.6150520 +00:00;S;P
49;100;2026-03-17 06:54:00.6150520 +00:00;S;P
AUG;74;2026-03-17 06:54:00.6150520 +00:00;S;P
BBM;66;2026-03-17 06:54:00.6150520 +00:00;S;P
HA;60;2026-03-17 06:54:00.6150520 +00:00;S;P
BLS;92;2026-03-17 06:54:00.6150520 +00:00;S;P
BSG;91;2026-03-17 06:54:00.6150520 +00:00;S;P
0V;69;2026-03-17 06:54:00.6150520 +00:00;S;P
1C;100;2026-03-17 06:54:00.6150520 +00:00;S;P
43;43;2026-03-17 06:54:00.6150520 +00:00;S;P
AML;63;2026-03-17 06:54:00.6150520 +00:00;S;P
BCR;70;2026-03-17 06:54:00.6150520 +00:00;S;P
M[;64;2026-03-17 06:54:00.6150520 +00:00;S;P
M{;66;2026-03-17 06:54:00.6150520 +00:00;S;P
M};100;2026-03-17 06:54:00.6150520 +00:00;S;P
O8;70;2026-03-17 06:54:00.6150520 +00:00;S;P
]L;88;2026-03-17 06:54:00.6150520 +00:00;S;P
5Q;75;2026-03-17 06:54:00.6150520 +00:00;S;P
BBQ;66;2026-03-17 06:54:00.6150520 +00:00;S;P
IO;100;2026-03-17 06:54:00.6150520 +00:00;S;P
J4;68;2026-03-17 06:54:00.6150520 +00:00;S;P
3C;100;2026-03-17 06:54:00.6150520 +00:00;S;P
82;70;2026-03-17 06:54:00.6150520 +00:00;S;P
ALT;100;2026-03-17 06:54:00.6150520 +00:00;S;P
EV;100;2026-03-17 06:54:00.6150520 +00:00;S;P
-9;87;2026-03-17 06:54:00.6150520 +00:00;S;P
AY;82;2026-03-17 06:54:00.6150520 +00:00;S;P
BCQ;100;2026-03-17 06:54:00.6150520 +00:00;S;P
BQL;100;2026-03-17 06:54:00.6150520 +00:00;S;P
W4;50;2026-03-17 06:54:00.6150520 +00:00;S;P
[H;100;2026-03-17 06:54:00.6150520 +00:00;S;P
8{;66;2026-03-17 06:54:00.6150520 +00:00;S;P
A1;87;2026-03-17 06:54:00.6150520 +00:00;S;P
ALM;100;2026-03-17 06:54:00.6150520 +00:00;S;P
AMR;76;2026-03-17 06:54:00.6150520 +00:00;S;P
BCS;83;2026-03-17 06:54:00.6150520 +00:00;S;P
CQI;85;2026-03-17 06:54:00.6150520 +00:00;S;P
DKS;100;2026-03-17 06:54:00.6150520 +00:00;S;P
ML;50;2026-03-17 06:54:00.6150520 +00:00;S;P
}W;72;2026-03-17 06:54:00.6150520 +00:00;S;P
35;50;2026-03-17 06:54:00.6150520 +00:00;S;P
7Z;74;2026-03-17 06:54:00.6150520 +00:00;S;P
AUC;82;2026-03-17 06:54:00.6150520 +00:00;S;P
BAJ;100;2026-03-17 06:54:00.6150520 +00:00;S;P
BDF;50;2026-03-17 06:54:00.6150520 +00:00;S;P
BDJ;70;2026-03-17 06:54:00.6150520 +00:00;S;P
BDK;0;2026-03-17 06:54:00.6150520 +00:00;S;P
BFX;100;2026-03-17 06:54:00.6150520 +00:00;S;P
BRY;100;2026-03-17 06:54:00.6150520 +00:00;S;P
BVC;80;2026-03-17 06:54:00.6150520 +00:00;S;P
CWO;100;2026-03-17 06:54:00.6150520 +00:00;S;P
DBJ;75;2026-03-17 06:54:00.6150520 +00:00;S;P
EAL;100;2026-03-17 06:54:00.6150520 +00:00;S;P
IR;66;2026-03-17 06:54:00.6150520 +00:00;S;P
N[;100;2026-03-17 06:54:00.6150520 +00:00;S;P
QC;100;2026-03-17 06:54:00.6150520 +00:00;S;P
U-;50;2026-03-17 06:54:00.6150520 +00:00;S;P
V8;94;2026-03-17 06:54:00.6150520 +00:00;S;P
{T;70;2026-03-17 06:54:00.6150520 +00:00;S;P
3};81;2026-03-17 06:54:00.6150520 +00:00;S;P
40;33;2026-03-17 06:54:00.6150520 +00:00;S;P
BKI;100;2026-03-17 06:54:00.6150520 +00:00;S;P
CGO;0;2026-03-17 06:54:00.6150520 +00:00;S;P
CXW;0;2026-03-17 06:54:00.6150520 +00:00;S;P
DJ;50;2026-03-17 06:54:00.6150520 +00:00;S;P
DLI;50;2026-03-17 06:54:00.6150520 +00:00;S;P
ECD;100;2026-03-17 06:54:00.6150520 +00:00;S;P
J2;66;2026-03-17 06:54:00.6150520 +00:00;S;P
J3B;100;2026-03-17 06:54:00.7090340 +00:00;S;P
{D;66;2026-03-17 06:54:00.7090340 +00:00;S;P
BBJ;100;2026-03-17 06:54:00.7090340 +00:00;S;P
BNS;100;2026-03-17 06:54:00.7090340 +00:00;S;P
BSV;85;2026-03-17 06:54:00.7090340 +00:00;S;P
CSW;100;2026-03-17 06:54:00.7090340 +00:00;S;P
9S;100;2026-03-17 06:54:00.7090340 +00:00;S;P
AAM;0;2026-03-17 06:54:00.7090340 +00:00;S;P
AF;100;2026-03-17 06:54:00.7090340 +00:00;S;P
AMM;69;2026-03-17 06:54:00.7090340 +00:00;S;P
CH;50;2026-03-17 06:54:00.7090340 +00:00;S;P
CZ;81;2026-03-17 06:54:00.7090340 +00:00;S;P
G6;44;2026-03-17 06:54:00.7090340 +00:00;S;P
H9;76;2026-03-17 06:54:00.7090340 +00:00;S;P
-4;100;2026-03-17 06:54:00.7090340 +00:00;S;P
9M;47;2026-03-17 06:54:00.7090340 +00:00;S;P
ASP;93;2026-03-17 06:54:00.7090340 +00:00;S;P
DIW;100;2026-03-17 06:54:00.7090340 +00:00;S;P
F9;100;2026-03-17 06:54:00.7090340 +00:00;S;P
J5;94;2026-03-17 06:54:00.7090340 +00:00;S;P
LD;95;2026-03-17 06:54:00.7090340 +00:00;S;P
P8;100;2026-03-17 06:54:00.7090340 +00:00;S;P
PA;87;2026-03-17 06:54:00.7090340 +00:00;S;P
SP;50;2026-03-17 06:54:00.7090340 +00:00;S;P
ASG;100;2026-03-17 06:54:00.7090340 +00:00;S;P
BKW;100;2026-03-17 06:54:00.7090340 +00:00;S;P
CPR;0;2026-03-17 06:54:00.7090340 +00:00;S;P
CXI;50;2026-03-17 06:54:00.7090340 +00:00;S;P
CYP;100;2026-03-17 06:54:00.7090340 +00:00;S;P
YZ;70;2026-03-17 06:54:00.7090340 +00:00;S;P
APF;100;2026-03-17 06:54:00.7090340 +00:00;S;P
AU;0;2026-03-17 06:54:00.7185750 +00:00;S;P
CEU;50;2026-03-17 06:54:00.7185750 +00:00;S;P
COL;100;2026-03-17 06:54:00.7185750 +00:00;S;P
CSZ;100;2026-03-17 06:54:00.7185750 +00:00;S;P
UC;50;2026-03-17 06:54:00.7185750 +00:00;S;P
ACF;100;2026-03-17 06:54:00.7185750 +00:00;S;P
CWS;0;2026-03-17 06:54:00.7185750 +00:00;S;P
GP;0;2026-03-17 06:54:00.7185750 +00:00;S;P
N};66;2026-03-17 06:54:00.7185750 +00:00;S;P
Q};86;2026-03-17 06:54:00.7185750 +00:00;S;P
}3;50;2026-03-17 06:54:00.7185750 +00:00;S;P
}B;33;2026-03-17 06:54:00.7185750 +00:00;S;P
}Y;79;2026-03-17 06:54:00.7185750 +00:00;S;P
AVC;100;2026-03-17 06:54:00.7185750 +00:00;S;P
CNA;100;2026-03-17 06:54:00.7185750 +00:00;S;P
36;73;2026-03-17 06:54:00.7185750 +00:00;S;P
-6;25;2026-03-17 06:54:00.7185750 +00:00;S;P
ARW;88;2026-03-17 06:54:00.7185750 +00:00;S;P
BBS;65;2026-03-17 06:54:00.7185750 +00:00;S;P
CGJ;100;2026-03-17 06:54:00.7185750 +00:00;S;P
ECQ;100;2026-03-17 06:54:00.7185750 +00:00;S;P
F;100;2026-03-17 06:54:00.7185750 +00:00;S;P
Y2;0;2026-03-17 06:54:00.7185750 +00:00;S;P
}4;76;2026-03-17 06:54:00.7185750 +00:00;S;P
3[;71;2026-03-17 06:54:00.7185750 +00:00;S;P
BBL;100;2026-03-17 06:54:00.7185750 +00:00;S;P
BLL;82;2026-03-17 06:54:00.7185750 +00:00;S;P
DCS;100;2026-03-17 06:54:00.7185750 +00:00;S;P
0Y;62;2026-03-17 06:54:00.7185750 +00:00;S;P
[6;66;2026-03-17 06:54:00.7185750 +00:00;S;P
]E;0;2026-03-17 06:54:00.7185750 +00:00;S;P
